student_id,year,policy,overall_satisfaction,academic_satisfaction,social_satisfaction,diversity_satisfaction,career_prep_satisfaction
1528,2020,Race-Conscious Admissions,3,4,3,3,4
1529,2020,Race-Conscious Admissions,4,5,3,5,4
1530,2020,Race-Conscious Admissions,4,5,4,4,5
1531,2020,Race-Conscious Admissions,3,1,3,3,4
1532,2020,Race-Conscious Admissions,3,1,3,5,1
1533,2020,Race-Conscious Admissions,1,1,2,4,1
1534,2020,Race-Conscious Admissions,5,4,5,3,5
1535,2020,Race-Conscious Admissions,2,2,2,3,1
1536,2020,Race-Conscious Admissions,4,2,4,4,4
1537,2020,Race-Conscious Admissions,4,5,3,5,1
1538,2020,Race-Conscious Admissions,3,3,1,3,4
1539,2020,Race-Conscious Admissions,4,5,4,3,2
1540,2020,Race-Conscious Admissions,4,2,3,3,5
1541,2020,Race-Conscious Admissions,2,4,2,3,1
1542,2020,Race-Conscious Admissions,2,4,1,4,1
1543,2020,Race-Conscious Admissions,2,3,1,3,2
1544,2020,Race-Conscious Admissions,3,3,3,4,1
1545,2020,Race-Conscious Admissions,3,3,2,4,4
1546,2020,Race-Conscious Admissions,2,2,1,2,4
1547,2020,Race-Conscious Admissions,3,4,2,3,2
1548,2020,Race-Conscious Admissions,3,1,3,4,3
1549,2020,Race-Conscious Admissions,2,2,1,3,2
1550,2020,Race-Conscious Admissions,2,3,3,3,1
1551,2020,Race-Conscious Admissions,3,2,2,4,5
1552,2020,Race-Conscious Admissions,4,3,2,5,4
1553,2020,Race-Conscious Admissions,3,4,2,3,3
1554,2020,Race-Conscious Admissions,3,3,3,5,2
1555,2020,Race-Conscious Admissions,3,5,2,5,1
1556,2020,Race-Conscious Admissions,4,5,3,2,4
1557,2020,Race-Conscious Admissions,2,1,5,2,2
1558,2020,Race-Conscious Admissions,2,4,2,4,1
1559,2020,Race-Conscious Admissions,4,5,3,4,3
1560,2020,Race-Conscious Admissions,2,1,4,4,1
1561,2020,Race-Conscious Admissions,3,4,2,3,3
1562,2020,Race-Conscious Admissions,3,1,2,4,5
1563,2020,Race-Conscious Admissions,3,2,3,2,4
1564,2020,Race-Conscious Admissions,4,1,3,4,5
1565,2020,Race-Conscious Admissions,2,2,3,2,1
1566,2020,Race-Conscious Admissions,2,2,3,2,2
1567,2020,Race-Conscious Admissions,4,5,3,3,5
1568,2020,Race-Conscious Admissions,3,4,2,5,2
1569,2020,Race-Conscious Admissions,3,4,1,3,4
1570,2020,Race-Conscious Admissions,2,1,1,4,4
1571,2020,Race-Conscious Admissions,3,1,2,4,4
1572,2020,Race-Conscious Admissions,3,3,4,5,1
1573,2020,Race-Conscious Admissions,4,4,3,2,5
1574,2020,Race-Conscious Admissions,4,5,2,3,3
1575,2020,Race-Conscious Admissions,3,5,2,1,4
1576,2020,Race-Conscious Admissions,2,2,1,2,4
1577,2020,Race-Conscious Admissions,2,3,2,3,1
1578,2020,Race-Conscious Admissions,4,3,2,4,4
1579,2020,Race-Conscious Admissions,4,5,2,4,4
1580,2020,Race-Conscious Admissions,3,1,3,2,5
1581,2020,Race-Conscious Admissions,1,1,1,1,1
1582,2020,Race-Conscious Admissions,3,2,2,3,5
1583,2020,Race-Conscious Admissions,3,3,3,4,2
1584,2020,Race-Conscious Admissions,3,5,1,2,4
1585,2020,Race-Conscious Admissions,4,5,2,3,2
1586,2020,Race-Conscious Admissions,4,5,3,4,3
1587,2020,Race-Conscious Admissions,3,3,1,3,4
1588,2020,Race-Conscious Admissions,3,4,2,3,4
1589,2020,Race-Conscious Admissions,3,1,4,4,4
1590,2020,Race-Conscious Admissions,2,1,3,4,4
1591,2020,Race-Conscious Admissions,3,5,2,5,2
1592,2020,Race-Conscious Admissions,4,3,2,2,5
1593,2020,Race-Conscious Admissions,3,3,2,2,5
1594,2020,Race-Conscious Admissions,3,4,1,4,2
1595,2020,Race-Conscious Admissions,1,1,1,3,1
1596,2020,Race-Conscious Admissions,2,4,1,3,2
1597,2020,Race-Conscious Admissions,4,5,5,3,2
1598,2020,Race-Conscious Admissions,3,3,3,3,2
1599,2020,Race-Conscious Admissions,3,4,4,4,1
1600,2020,Race-Conscious Admissions,3,3,2,3,5
1601,2020,Race-Conscious Admissions,3,3,2,5,3
1602,2020,Race-Conscious Admissions,4,4,2,3,5
1603,2020,Race-Conscious Admissions,4,4,2,5,4
1604,2020,Race-Conscious Admissions,2,3,1,3,3
1605,2020,Race-Conscious Admissions,3,2,3,5,2
1606,2020,Race-Conscious Admissions,3,3,2,3,2
1607,2020,Race-Conscious Admissions,3,4,2,4,1
1608,2020,Race-Conscious Admissions,3,3,3,4,2
1609,2020,Race-Conscious Admissions,2,3,1,3,2
1610,2020,Race-Conscious Admissions,3,4,2,2,4
1611,2020,Race-Conscious Admissions,2,1,2,3,2
1612,2020,Race-Conscious Admissions,2,3,1,3,3
1613,2020,Race-Conscious Admissions,3,3,2,4,3
1614,2020,Race-Conscious Admissions,3,3,2,3,2
1615,2020,Race-Conscious Admissions,2,1,2,5,1
1616,2020,Race-Conscious Admissions,3,2,3,5,4
1617,2020,Race-Conscious Admissions,3,2,4,4,3
1618,2020,Race-Conscious Admissions,3,4,4,4,1
1619,2020,Race-Conscious Admissions,3,4,3,2,3
1620,2020,Race-Conscious Admissions,2,1,3,4,2
1621,2020,Race-Conscious Admissions,4,5,2,5,2
1622,2020,Race-Conscious Admissions,3,3,3,4,2
1623,2020,Race-Conscious Admissions,2,3,2,3,1
1624,2020,Race-Conscious Admissions,2,1,2,3,2
1625,2020,Race-Conscious Admissions,3,3,2,4,2
1626,2020,Race-Conscious Admissions,3,5,2,3,4
1627,2020,Race-Conscious Admissions,3,2,4,3,1
1628,2020,Race-Conscious Admissions,4,5,2,2,5
1629,2020,Race-Conscious Admissions,3,3,3,4,1
1630,2020,Race-Conscious Admissions,3,2,3,4,2
1631,2020,Race-Conscious Admissions,4,5,3,3,5
1632,2020,Race-Conscious Admissions,2,3,1,4,2
1633,2020,Race-Conscious Admissions,3,2,3,3,3
1634,2020,Race-Conscious Admissions,3,1,3,3,4
1635,2020,Race-Conscious Admissions,1,1,1,4,1
1636,2020,Race-Conscious Admissions,3,2,2,4,5
1637,2020,Race-Conscious Admissions,4,5,4,4,2
1638,2020,Race-Conscious Admissions,3,4,2,5,2
1639,2020,Race-Conscious Admissions,3,2,1,5,5
1640,2020,Race-Conscious Admissions,2,1,3,3,2
1641,2020,Race-Conscious Admissions,2,2,4,4,1
1642,2020,Race-Conscious Admissions,4,4,2,2,5
1643,2020,Race-Conscious Admissions,4,3,5,4,4
1644,2020,Race-Conscious Admissions,2,3,2,3,1
1645,2020,Race-Conscious Admissions,2,1,2,5,2
1646,2020,Race-Conscious Admissions,2,1,3,1,3
1647,2020,Race-Conscious Admissions,2,1,2,1,2
1648,2020,Race-Conscious Admissions,2,4,4,2,1
1649,2020,Race-Conscious Admissions,2,1,3,5,1
1650,2020,Race-Conscious Admissions,2,2,1,2,5
1651,2020,Race-Conscious Admissions,2,3,2,3,1
1652,2020,Race-Conscious Admissions,3,5,2,2,2
1653,2020,Race-Conscious Admissions,2,4,1,2,1
1654,2020,Race-Conscious Admissions,3,4,3,2,4
1655,2020,Race-Conscious Admissions,1,1,2,4,1
1656,2020,Race-Conscious Admissions,2,3,3,4,1
1657,2020,Race-Conscious Admissions,2,1,2,5,3
1658,2020,Race-Conscious Admissions,4,2,2,5,5
1659,2020,Race-Conscious Admissions,3,5,1,2,3
1660,2020,Race-Conscious Admissions,3,2,3,5,2
1661,2020,Race-Conscious Admissions,3,3,4,4,2
1662,2020,Race-Conscious Admissions,4,4,2,2,5
1663,2020,Race-Conscious Admissions,4,5,3,3,3
1664,2020,Race-Conscious Admissions,3,4,3,3,2
1665,2020,Race-Conscious Admissions,3,3,3,4,2
1666,2020,Race-Conscious Admissions,2,2,2,3,1
1667,2020,Race-Conscious Admissions,3,5,2,4,2
1668,2020,Race-Conscious Admissions,4,3,3,5,5
1669,2020,Race-Conscious Admissions,1,1,1,4,1
1670,2020,Race-Conscious Admissions,3,2,4,2,4
1671,2020,Race-Conscious Admissions,3,4,1,3,4
1672,2020,Race-Conscious Admissions,4,4,4,5,2
1673,2020,Race-Conscious Admissions,3,4,2,5,1
1674,2020,Race-Conscious Admissions,4,5,3,4,3
1675,2020,Race-Conscious Admissions,3,3,1,5,3
1676,2020,Race-Conscious Admissions,4,5,3,4,3
1677,2020,Race-Conscious Admissions,4,3,4,5,4
1678,2020,Race-Conscious Admissions,3,2,3,3,5
1679,2020,Race-Conscious Admissions,4,3,4,4,3
1680,2020,Race-Conscious Admissions,2,2,1,5,2
1681,2020,Race-Conscious Admissions,4,5,2,3,5
1682,2020,Race-Conscious Admissions,2,2,3,3,1
1683,2020,Race-Conscious Admissions,3,4,3,1,2
1684,2020,Race-Conscious Admissions,2,1,1,2,2
1685,2020,Race-Conscious Admissions,3,2,3,3,5
1686,2020,Race-Conscious Admissions,3,3,1,2,5
1687,2020,Race-Conscious Admissions,3,3,1,3,4
1688,2020,Race-Conscious Admissions,2,1,2,4,2
1689,2020,Race-Conscious Admissions,3,3,2,1,5
1690,2020,Race-Conscious Admissions,2,2,1,5,2
1691,2020,Race-Conscious Admissions,2,1,1,4,3
1692,2020,Race-Conscious Admissions,2,4,3,3,1
1693,2020,Race-Conscious Admissions,2,2,1,4,2
1694,2020,Race-Conscious Admissions,3,4,1,4,3
1695,2020,Race-Conscious Admissions,3,3,2,3,5
1696,2020,Race-Conscious Admissions,3,3,3,2,3
1697,2020,Race-Conscious Admissions,3,4,2,3,4
1698,2020,Race-Conscious Admissions,1,1,1,3,1
1699,2020,Race-Conscious Admissions,3,4,1,3,3
1700,2020,Race-Conscious Admissions,3,3,3,2,4
1701,2020,Race-Conscious Admissions,2,1,3,4,2
1702,2020,Race-Conscious Admissions,2,1,2,3,1
1703,2020,Race-Conscious Admissions,4,3,1,3,5
1704,2020,Race-Conscious Admissions,3,5,1,3,1
1705,2020,Race-Conscious Admissions,3,3,2,3,4
1706,2020,Race-Conscious Admissions,2,3,3,4,1
1707,2020,Race-Conscious Admissions,2,1,2,3,3
1708,2020,Race-Conscious Admissions,4,2,4,4,5
1709,2020,Race-Conscious Admissions,1,1,1,4,1
1710,2020,Race-Conscious Admissions,2,5,2,5,1
1711,2020,Race-Conscious Admissions,4,1,5,5,5
1712,2020,Race-Conscious Admissions,3,1,1,4,4
1713,2020,Race-Conscious Admissions,3,4,3,3,4
1714,2020,Race-Conscious Admissions,2,1,2,3,2
1715,2020,Race-Conscious Admissions,2,2,1,3,2
1716,2020,Race-Conscious Admissions,2,1,3,3,1
1717,2020,Race-Conscious Admissions,4,4,3,5,3
1718,2020,Race-Conscious Admissions,2,1,3,2,4
1719,2020,Race-Conscious Admissions,2,1,2,5,1
1720,2020,Race-Conscious Admissions,4,5,4,3,4
1721,2020,Race-Conscious Admissions,3,2,2,3,5
1722,2020,Race-Conscious Admissions,2,2,1,4,1
1723,2020,Race-Conscious Admissions,4,5,4,2,4
1724,2020,Race-Conscious Admissions,2,4,1,3,1
1725,2020,Race-Conscious Admissions,2,2,1,4,1
1726,2020,Race-Conscious Admissions,2,2,3,3,1
1727,2020,Race-Conscious Admissions,3,4,1,5,5
1728,2020,Race-Conscious Admissions,3,4,3,5,2
1729,2020,Race-Conscious Admissions,4,4,1,4,5
1730,2020,Race-Conscious Admissions,2,1,1,4,4
1731,2020,Race-Conscious Admissions,4,5,1,4,4
1732,2020,Race-Conscious Admissions,4,5,3,4,4
1733,2020,Race-Conscious Admissions,2,3,2,2,2
1734,2020,Race-Conscious Admissions,3,5,1,5,1
1735,2020,Race-Conscious Admissions,2,2,2,2,2
1736,2020,Race-Conscious Admissions,2,1,1,4,1
1737,2020,Race-Conscious Admissions,4,4,2,4,5
1738,2020,Race-Conscious Admissions,3,5,1,3,2
1739,2020,Race-Conscious Admissions,3,2,2,3,5
1740,2020,Race-Conscious Admissions,3,1,2,4,5
1741,2020,Race-Conscious Admissions,2,1,3,5,2
1742,2020,Race-Conscious Admissions,3,1,2,4,3
1743,2020,Race-Conscious Admissions,3,2,3,2,5
1744,2020,Race-Conscious Admissions,3,3,1,3,5
1745,2020,Race-Conscious Admissions,2,1,2,3,3
1746,2020,Race-Conscious Admissions,1,2,1,2,1
1747,2020,Race-Conscious Admissions,3,4,2,3,2
1748,2020,Race-Conscious Admissions,3,2,3,4,1
1749,2020,Race-Conscious Admissions,2,2,1,3,2
1750,2020,Race-Conscious Admissions,3,2,2,4,3
1751,2020,Race-Conscious Admissions,2,1,3,2,4
1752,2020,Race-Conscious Admissions,3,2,2,3,4
1753,2020,Race-Conscious Admissions,4,4,3,3,4
1754,2020,Race-Conscious Admissions,2,3,2,3,1
1755,2020,Race-Conscious Admissions,4,4,3,4,3
1756,2020,Race-Conscious Admissions,2,4,2,3,1
1757,2020,Race-Conscious Admissions,3,5,3,3,1
1758,2020,Race-Conscious Admissions,4,5,3,2,5
1759,2020,Race-Conscious Admissions,3,3,3,2,3
1760,2020,Race-Conscious Admissions,1,1,1,2,1
1761,2020,Race-Conscious Admissions,1,1,3,2,2
1762,2020,Race-Conscious Admissions,2,4,1,4,1
1763,2020,Race-Conscious Admissions,2,3,2,2,1
1764,2020,Race-Conscious Admissions,2,1,3,5,1
1765,2020,Race-Conscious Admissions,3,3,1,4,4
1766,2020,Race-Conscious Admissions,3,2,1,5,2
1767,2020,Race-Conscious Admissions,4,5,1,4,5
1768,2020,Race-Conscious Admissions,5,4,4,4,5
1769,2020,Race-Conscious Admissions,3,4,1,3,5
1770,2020,Race-Conscious Admissions,4,5,2,4,5
1771,2020,Race-Conscious Admissions,3,1,3,5,5
1772,2020,Race-Conscious Admissions,2,3,3,5,1
1773,2020,Race-Conscious Admissions,3,2,5,2,4
1774,2020,Race-Conscious Admissions,4,4,5,4,4
1775,2020,Race-Conscious Admissions,2,2,2,4,3
1776,2020,Race-Conscious Admissions,3,3,1,4,3
1777,2020,Race-Conscious Admissions,4,5,2,4,5
1778,2020,Race-Conscious Admissions,3,4,1,4,2
1779,2020,Race-Conscious Admissions,2,1,3,3,2
1780,2020,Race-Conscious Admissions,1,1,1,4,1
1781,2020,Race-Conscious Admissions,1,2,1,3,1
1782,2020,Race-Conscious Admissions,2,1,1,2,2
1783,2020,Race-Conscious Admissions,3,5,2,2,2
1784,2020,Race-Conscious Admissions,3,1,1,5,3
1785,2020,Race-Conscious Admissions,3,2,3,3,3
1786,2020,Race-Conscious Admissions,4,5,5,3,4
1787,2020,Race-Conscious Admissions,4,5,3,3,5
1788,2020,Race-Conscious Admissions,4,4,3,4,3
1789,2020,Race-Conscious Admissions,3,3,2,4,2
1790,2020,Race-Conscious Admissions,3,3,3,3,3
1791,2020,Race-Conscious Admissions,2,1,2,4,1
1792,2020,Race-Conscious Admissions,3,2,2,5,4
1793,2020,Race-Conscious Admissions,3,3,1,5,4
1794,2020,Race-Conscious Admissions,3,1,2,3,5
1795,2020,Race-Conscious Admissions,4,5,5,4,3
1796,2020,Race-Conscious Admissions,2,2,5,2,1
1797,2020,Race-Conscious Admissions,3,2,4,3,1
1798,2020,Race-Conscious Admissions,2,1,1,3,3
1799,2020,Race-Conscious Admissions,2,4,2,4,1
1800,2020,Race-Conscious Admissions,3,2,1,5,3
1801,2020,Race-Conscious Admissions,3,5,2,2,3
1802,2020,Race-Conscious Admissions,3,1,4,4,3
1803,2020,Race-Conscious Admissions,2,4,1,2,2
1804,2020,Race-Conscious Admissions,2,2,1,4,2
1805,2020,Race-Conscious Admissions,3,3,2,5,3
1806,2020,Race-Conscious Admissions,3,2,2,3,4
1807,2020,Race-Conscious Admissions,4,5,2,4,5
1808,2020,Race-Conscious Admissions,3,5,1,5,2
1809,2020,Race-Conscious Admissions,2,1,1,5,1
1810,2020,Race-Conscious Admissions,4,2,3,3,5
1811,2020,Race-Conscious Admissions,2,4,3,4,1
1812,2020,Race-Conscious Admissions,4,4,2,5,3
1813,2020,Race-Conscious Admissions,3,2,2,3,5
1814,2020,Race-Conscious Admissions,3,2,4,2,4
1815,2020,Race-Conscious Admissions,2,5,1,4,1
1816,2020,Race-Conscious Admissions,2,2,3,2,1
1817,2020,Race-Conscious Admissions,4,4,2,4,5
1818,2020,Race-Conscious Admissions,4,5,2,2,5
1819,2020,Race-Conscious Admissions,3,1,3,2,5
1820,2020,Race-Conscious Admissions,2,2,1,5,1
1821,2020,Race-Conscious Admissions,3,2,3,2,5
1822,2020,Race-Conscious Admissions,3,2,3,4,2
1823,2020,Race-Conscious Admissions,3,1,3,3,4
1824,2020,Race-Conscious Admissions,2,2,1,4,1
1825,2020,Race-Conscious Admissions,3,5,2,3,2
1826,2020,Race-Conscious Admissions,2,4,3,3,1
1827,2020,Race-Conscious Admissions,3,4,1,2,5
1828,2020,Race-Conscious Admissions,3,3,1,4,4
1829,2020,Race-Conscious Admissions,3,1,4,4,2
1830,2020,Race-Conscious Admissions,1,2,2,4,1
1831,2020,Race-Conscious Admissions,4,5,3,5,4
1832,2020,Race-Conscious Admissions,3,5,2,3,2
1833,2020,Race-Conscious Admissions,2,1,1,4,3
1834,2020,Race-Conscious Admissions,2,1,3,4,1
1835,2020,Race-Conscious Admissions,3,5,2,3,2
1836,2020,Race-Conscious Admissions,3,3,2,4,4
1837,2020,Race-Conscious Admissions,2,4,1,3,1
1838,2020,Race-Conscious Admissions,3,4,2,2,4
1839,2020,Race-Conscious Admissions,3,2,1,4,5
1840,2020,Race-Conscious Admissions,2,1,3,3,1
1841,2020,Race-Conscious Admissions,3,4,3,3,1
1842,2020,Race-Conscious Admissions,3,2,3,4,4
1843,2020,Race-Conscious Admissions,3,2,2,3,5
1844,2020,Race-Conscious Admissions,3,1,3,5,4
1845,2020,Race-Conscious Admissions,4,5,3,3,3
1846,2020,Race-Conscious Admissions,1,1,1,1,3
1847,2020,Race-Conscious Admissions,2,2,1,5,1
1848,2020,Race-Conscious Admissions,4,5,4,3,4
1849,2020,Race-Conscious Admissions,3,5,1,5,1
1850,2020,Race-Conscious Admissions,3,5,1,2,4
1851,2020,Race-Conscious Admissions,4,4,4,3,4
1852,2020,Race-Conscious Admissions,2,3,2,4,1
1853,2020,Race-Conscious Admissions,3,3,3,5,1
1854,2020,Race-Conscious Admissions,3,4,2,3,3
1855,2020,Race-Conscious Admissions,3,3,2,3,3
1856,2020,Race-Conscious Admissions,4,4,3,3,5
1857,2020,Race-Conscious Admissions,2,1,3,2,2
1858,2020,Race-Conscious Admissions,2,2,3,3,2
1859,2020,Race-Conscious Admissions,3,5,2,4,1
1860,2020,Race-Conscious Admissions,4,3,4,4,5
1861,2020,Race-Conscious Admissions,2,2,1,3,4
1862,2020,Race-Conscious Admissions,3,2,2,3,5
1863,2020,Race-Conscious Admissions,3,2,4,3,5
1864,2020,Race-Conscious Admissions,3,2,1,5,5
1865,2020,Race-Conscious Admissions,2,3,1,4,1
1866,2020,Race-Conscious Admissions,3,5,2,4,1
1867,2020,Race-Conscious Admissions,3,5,2,4,1
1868,2020,Race-Conscious Admissions,3,4,3,4,1
1869,2020,Race-Conscious Admissions,3,5,1,4,3
1870,2020,Race-Conscious Admissions,2,4,2,4,1
1871,2020,Race-Conscious Admissions,1,3,1,3,1
1872,2020,Race-Conscious Admissions,4,5,4,3,3
1873,2020,Race-Conscious Admissions,2,1,1,4,3
1874,2020,Race-Conscious Admissions,3,3,2,3,3
1875,2020,Race-Conscious Admissions,2,2,2,2,2
1876,2020,Race-Conscious Admissions,4,2,2,4,5
1877,2020,Race-Conscious Admissions,1,2,2,2,1
1878,2020,Race-Conscious Admissions,4,4,3,4,4
1879,2020,Race-Conscious Admissions,2,4,2,4,1
1880,2020,Race-Conscious Admissions,4,5,2,3,5
1881,2020,Race-Conscious Admissions,2,2,2,2,1
1882,2020,Race-Conscious Admissions,4,2,4,5,4
1883,2020,Race-Conscious Admissions,3,2,2,5,2
1884,2020,Race-Conscious Admissions,1,1,2,3,1
1885,2020,Race-Conscious Admissions,5,5,4,4,3
1886,2020,Race-Conscious Admissions,3,5,2,3,3
1887,2020,Race-Conscious Admissions,3,4,4,3,1
1888,2020,Race-Conscious Admissions,4,5,4,4,4
1889,2020,Race-Conscious Admissions,3,3,2,4,2
1890,2020,Race-Conscious Admissions,4,5,1,3,4
1891,2020,Race-Conscious Admissions,2,4,2,3,1
1892,2020,Race-Conscious Admissions,3,4,3,3,2
1893,2020,Race-Conscious Admissions,3,4,1,4,4
1894,2020,Race-Conscious Admissions,3,2,3,2,3
1895,2020,Race-Conscious Admissions,4,3,4,2,5
1896,2020,Race-Conscious Admissions,3,4,1,4,2
1897,2020,Race-Conscious Admissions,4,5,2,3,3
1898,2020,Race-Conscious Admissions,3,1,2,4,4
1899,2020,Race-Conscious Admissions,1,1,2,3,1
1900,2020,Race-Conscious Admissions,2,1,2,3,4
1901,2020,Race-Conscious Admissions,3,4,1,2,5
1902,2020,Race-Conscious Admissions,3,3,1,2,5
1903,2020,Race-Conscious Admissions,3,1,3,3,5
1904,2020,Race-Conscious Admissions,4,4,1,5,5
1905,2020,Race-Conscious Admissions,3,1,2,4,5
1906,2020,Race-Conscious Admissions,3,5,2,5,2
1907,2020,Race-Conscious Admissions,3,3,2,3,5
1908,2020,Race-Conscious Admissions,3,5,1,3,1
1909,2020,Race-Conscious Admissions,2,3,1,4,1
1910,2020,Race-Conscious Admissions,3,3,3,3,2
1911,2020,Race-Conscious Admissions,3,3,5,3,3
1912,2020,Race-Conscious Admissions,2,4,1,2,2
1913,2020,Race-Conscious Admissions,3,1,4,3,3
1914,2020,Race-Conscious Admissions,2,3,2,1,1
1915,2020,Race-Conscious Admissions,4,5,3,3,4
1916,2020,Race-Conscious Admissions,3,5,1,3,3
1917,2020,Race-Conscious Admissions,4,4,5,3,3
1918,2020,Race-Conscious Admissions,4,4,2,4,4
1919,2020,Race-Conscious Admissions,3,3,1,4,4
1920,2020,Race-Conscious Admissions,2,1,4,4,1
1921,2020,Race-Conscious Admissions,3,5,2,4,2
1922,2020,Race-Conscious Admissions,3,1,4,4,3
1923,2020,Race-Conscious Admissions,3,2,4,5,3
1924,2020,Race-Conscious Admissions,3,1,4,4,5
1925,2020,Race-Conscious Admissions,2,2,2,1,4
1926,2020,Race-Conscious Admissions,4,2,5,3,5
1927,2020,Race-Conscious Admissions,4,3,2,3,5
1928,2020,Race-Conscious Admissions,2,1,3,3,1
1929,2020,Race-Conscious Admissions,4,1,4,4,5
1930,2020,Race-Conscious Admissions,4,5,1,3,3
1931,2020,Race-Conscious Admissions,4,3,3,4,4
1932,2020,Race-Conscious Admissions,1,1,1,4,1
1933,2020,Race-Conscious Admissions,3,5,1,3,2
1934,2020,Race-Conscious Admissions,3,3,2,4,3
1935,2020,Race-Conscious Admissions,2,4,3,3,1
1936,2020,Race-Conscious Admissions,4,5,3,5,1
1937,2020,Race-Conscious Admissions,2,3,3,4,1
1938,2020,Race-Conscious Admissions,4,4,3,5,3
1939,2020,Race-Conscious Admissions,3,1,4,4,2
1940,2020,Race-Conscious Admissions,2,4,1,2,3
1941,2020,Race-Conscious Admissions,3,5,1,4,3
1942,2020,Race-Conscious Admissions,3,5,2,3,4
1943,2020,Race-Conscious Admissions,2,2,4,2,1
1944,2020,Race-Conscious Admissions,3,5,1,4,2
1945,2020,Race-Conscious Admissions,4,2,3,4,5
1946,2020,Race-Conscious Admissions,4,5,2,5,4
1947,2020,Race-Conscious Admissions,4,3,4,3,5
1948,2020,Race-Conscious Admissions,2,3,2,1,4
1949,2020,Race-Conscious Admissions,2,3,1,3,1
1950,2020,Race-Conscious Admissions,2,1,3,3,1
1951,2020,Race-Conscious Admissions,3,1,4,4,3
1952,2020,Race-Conscious Admissions,2,1,4,5,1
1953,2020,Race-Conscious Admissions,3,4,2,3,2
1954,2020,Race-Conscious Admissions,2,1,3,3,1
1955,2020,Race-Conscious Admissions,2,4,2,2,2
1956,2020,Race-Conscious Admissions,3,3,4,3,4
1957,2020,Race-Conscious Admissions,2,2,3,3,1
1958,2020,Race-Conscious Admissions,3,5,1,4,1
1959,2020,Race-Conscious Admissions,3,4,1,4,4
1960,2020,Race-Conscious Admissions,3,1,5,4,2
1961,2020,Race-Conscious Admissions,2,4,1,2,2
1962,2020,Race-Conscious Admissions,3,4,3,2,3
1963,2020,Race-Conscious Admissions,3,2,3,5,1
1964,2020,Race-Conscious Admissions,3,2,1,5,5
1965,2020,Race-Conscious Admissions,1,1,2,4,1
1966,2020,Race-Conscious Admissions,3,1,2,3,4
1967,2020,Race-Conscious Admissions,4,5,2,5,5
1968,2020,Race-Conscious Admissions,3,1,2,4,3
1969,2020,Race-Conscious Admissions,2,3,1,2,2
1970,2020,Race-Conscious Admissions,2,1,1,4,4
1971,2020,Race-Conscious Admissions,2,4,2,3,2
1972,2020,Race-Conscious Admissions,4,5,2,3,5
1973,2020,Race-Conscious Admissions,4,4,4,5,2
1974,2020,Race-Conscious Admissions,2,3,1,3,1
1975,2020,Race-Conscious Admissions,3,3,1,3,5
1976,2020,Race-Conscious Admissions,3,2,3,5,1
1977,2020,Race-Conscious Admissions,3,2,3,5,3
1978,2020,Race-Conscious Admissions,3,3,2,3,3
1979,2020,Race-Conscious Admissions,1,1,3,4,1
1980,2020,Race-Conscious Admissions,3,4,3,5,2
1981,2020,Race-Conscious Admissions,2,5,1,3,1
1982,2020,Race-Conscious Admissions,4,5,2,3,4
1983,2020,Race-Conscious Admissions,2,5,1,1,2
1984,2020,Race-Conscious Admissions,2,2,3,4,1
1985,2020,Race-Conscious Admissions,2,1,2,4,1
1986,2020,Race-Conscious Admissions,3,4,2,2,5
1987,2020,Race-Conscious Admissions,2,1,3,2,4
1988,2020,Race-Conscious Admissions,2,1,3,3,3
1989,2020,Race-Conscious Admissions,4,4,3,4,5
1990,2020,Race-Conscious Admissions,3,2,2,3,4
1991,2020,Race-Conscious Admissions,2,2,1,4,4
1992,2020,Race-Conscious Admissions,3,2,1,5,2
1993,2020,Race-Conscious Admissions,1,2,1,2,1
1994,2020,Race-Conscious Admissions,3,4,2,1,3
1995,2020,Race-Conscious Admissions,1,2,1,2,1
1996,2020,Race-Conscious Admissions,4,4,3,4,3
1997,2020,Race-Conscious Admissions,3,4,3,3,4
1998,2020,Race-Conscious Admissions,3,3,2,5,3
1999,2020,Race-Conscious Admissions,3,5,3,3,1
2000,2020,Race-Conscious Admissions,4,3,3,5,4
2001,2020,Race-Conscious Admissions,5,4,4,5,5
2002,2020,Race-Conscious Admissions,3,2,2,4,3
2003,2020,Race-Conscious Admissions,3,3,1,4,4
2004,2020,Race-Conscious Admissions,3,3,4,4,3
2005,2020,Race-Conscious Admissions,3,5,1,4,2
2006,2020,Race-Conscious Admissions,4,4,4,4,4
2007,2020,Race-Conscious Admissions,3,3,4,3,2
2008,2020,Race-Conscious Admissions,1,1,3,4,1
2009,2020,Race-Conscious Admissions,4,5,2,3,5
2010,2020,Race-Conscious Admissions,2,3,2,3,2
2011,2020,Race-Conscious Admissions,1,1,1,2,2
2012,2020,Race-Conscious Admissions,3,2,2,5,2
2013,2020,Race-Conscious Admissions,2,3,3,3,1
2014,2020,Race-Conscious Admissions,2,1,3,3,3
2015,2020,Race-Conscious Admissions,3,2,3,3,5
2016,2020,Race-Conscious Admissions,3,4,2,4,2
2017,2020,Race-Conscious Admissions,2,1,1,4,3
2018,2020,Race-Conscious Admissions,4,5,4,5,3
2019,2020,Race-Conscious Admissions,3,4,1,4,5
2020,2020,Race-Conscious Admissions,3,4,2,4,2
2021,2020,Race-Conscious Admissions,3,3,2,4,4
2022,2020,Race-Conscious Admissions,3,2,4,2,3
2023,2020,Race-Conscious Admissions,3,1,3,4,5
2024,2020,Race-Conscious Admissions,3,3,1,3,5
2025,2020,Race-Conscious Admissions,2,2,2,4,1
